P46527,a,All alpha proteins,a.288,UraD-like,a.288.1,UraD-Like,a.288.1.1,UraD-like,5.86
Q13324,f,Membrane and cell surface proteins and peptides,f.13,Class A G protein-coupled receptor (GPCR)-like,f.13.1,Class A G protein-coupled receptor (GPCR)-like,f.13.1.1,Bacteriorhodopsin-like,2.77
Q99689,a,All alpha proteins,a.26,4-helical cytokines,a.26.1,4-helical cytokines,a.26.1.1,Long-chain cytokines,4.84
Q99689,c,Alpha and beta proteins (a/b),c.37,P-loop containing nucleoside triphosphate hydrolases,c.37.1,P-loop containing nucleoside triphosphate hydrolases,c.37.1.9,Motor proteins,3.05
Q99689,a,All alpha proteins,a.59,PAH2 domain,a.59.1,PAH2 domain,a.59.1.1,PAH2 domain,2.43
Q99689,g,Small proteins,g.82,Expressed protein At2g23090/F21P24.15,g.82.1,Expressed protein At2g23090/F21P24.15,g.82.1.1,Expressed protein At2g23090/F21P24.15,2.38
Q99689,c,Alpha and beta proteins (a/b),c.37,P-loop containing nucleoside triphosphate hydrolases,c.37.1,P-loop containing nucleoside triphosphate hydrolases,c.37.1.0,automated matches,2.07
Q99689,a,All alpha proteins,a.26,4-helical cytokines,a.26.1,4-helical cytokines,a.26.1.3,Interferons/interleukin-10 (IL-10),1.83
Q99689,c,Alpha and beta proteins (a/b),c.37,P-loop containing nucleoside triphosphate hydrolases,c.37.1,P-loop containing nucleoside triphosphate hydrolases,c.37.1.25,Atu3015-like,1.49
Q99689,a,All alpha proteins,a.118,alpha-alpha superhelix,a.118.1,ARM repeat,a.118.1.0,automated matches,1.48
Q99689,b,All beta proteins,b.83,Triple beta-spiral,b.83.1,Fibre shaft of virus attachment proteins,b.83.1.2,Reovirus attachment protein sigma 1,1.33
P35625,b,All beta proteins,b.40,OB-fold,b.40.3,TIMP-like,b.40.3.0,automated matches,99.79
P35625,b,All beta proteins,b.40,OB-fold,b.40.3,TIMP-like,b.40.3.1,Tissue inhibitor of metalloproteinases, TIMP,99.75
P35625,b,All beta proteins,b.40,OB-fold,b.40.3,TIMP-like,b.40.3.3,Netrin-like domain (NTR/C345C module),99.6
P35625,g,Small proteins,g.3,Knottins (small inhibitors, toxins, lectins),g.3.15,Leech antihemostatic proteins,g.3.15.2,Hirudin-like,4.75
P35625,b,All beta proteins,b.128,Hypothetical protein YojF,b.128.1,Hypothetical protein YojF,b.128.1.1,Hypothetical protein YojF,4.71
P35625,f,Membrane and cell surface proteins and peptides,f.23,Single transmembrane helix,f.23.43,ATP1G1/PLM/MAT8-like (FXYD-like),f.23.43.1,ATP1G1/PLM/MAT8-like (FXYD-like),3.85
P35625,f,Membrane and cell surface proteins and peptides,f.23,Single transmembrane helix,f.23.8,Bacterial aa3 type cytochrome c oxidase subunit IV,f.23.8.1,Bacterial aa3 type cytochrome c oxidase subunit IV,3.8
P35625,f,Membrane and cell surface proteins and peptides,f.23,Single transmembrane helix,f.23.36,Photosystem II reaction center protein K, PsbK,f.23.36.1,PsbK-like,2.24
P04792,b,All beta proteins,b.15,HSP20-like chaperones,b.15.1,HSP20-like chaperones,b.15.1.1,HSP20,99.23
P04792,b,All beta proteins,b.15,HSP20-like chaperones,b.15.1,HSP20-like chaperones,b.15.1.0,automated matches,99.1
P04792,b,All beta proteins,b.15,HSP20-like chaperones,b.15.1,HSP20-like chaperones,b.15.1.3,GS domain,98.05
P04792,b,All beta proteins,b.15,HSP20-like chaperones,b.15.1,HSP20-like chaperones,b.15.1.4,Nuclear movement domain,97.01
P00390,d,Alpha and beta proteins (a+b),d.87,CO dehydrogenase flavoprotein C-domain-like,d.87.1,FAD/NAD-linked reductases, dimerisation (C-terminal) domain,d.87.1.1,FAD/NAD-linked reductases, dimerisation (C-terminal) domain,99.68
P00390,c,Alpha and beta proteins (a/b),c.3,FAD/NAD(P)-binding domain,c.3.1,FAD/NAD(P)-binding domain,c.3.1.5,FAD/NAD-linked reductases, N-terminal and central domains,99.44
P00390,c,Alpha and beta proteins (a/b),c.3,FAD/NAD(P)-binding domain,c.3.1,FAD/NAD(P)-binding domain,c.3.1.7,GidA-like,99.08
P00390,c,Alpha and beta proteins (a/b),c.3,FAD/NAD(P)-binding domain,c.3.1,FAD/NAD(P)-binding domain,c.3.1.8,HI0933 N-terminal domain-like,99.06
P00390,c,Alpha and beta proteins (a/b),c.4,Nucleotide-binding domain,c.4.1,Nucleotide-binding domain,c.4.1.1,N-terminal domain of adrenodoxin reductase-like,97.96
P00390,c,Alpha and beta proteins (a/b),c.3,FAD/NAD(P)-binding domain,c.3.1,FAD/NAD(P)-binding domain,c.3.1.2,FAD-linked reductases, N-terminal domain,97.6
P00390,c,Alpha and beta proteins (a/b),c.3,FAD/NAD(P)-binding domain,c.3.1,FAD/NAD(P)-binding domain,c.3.1.1,C-terminal domain of adrenodoxin reductase-like,97.11
P00390,c,Alpha and beta proteins (a/b),c.5,MurCD N-terminal domain,c.5.1,MurCD N-terminal domain,c.5.1.1,MurCD N-terminal domain,90.77
P00390,c,Alpha and beta proteins (a/b),c.2,NAD(P)-binding Rossmann-fold domains,c.2.1,NAD(P)-binding Rossmann-fold domains,c.2.1.7,Aminoacid dehydrogenase-like, C-terminal domain,81.29
P00390,c,Alpha and beta proteins (a/b),c.2,NAD(P)-binding Rossmann-fold domains,c.2.1,NAD(P)-binding Rossmann-fold domains,c.2.1.0,automated matches,80.66
P00390,c,Alpha and beta proteins (a/b),c.2,NAD(P)-binding Rossmann-fold domains,c.2.1,NAD(P)-binding Rossmann-fold domains,c.2.1.6,6-phosphogluconate dehydrogenase-like, N-terminal domain,78.76
P00390,c,Alpha and beta proteins (a/b),c.2,NAD(P)-binding Rossmann-fold domains,c.2.1,NAD(P)-binding Rossmann-fold domains,c.2.1.5,LDH N-terminal domain-like,78.17
P00390,c,Alpha and beta proteins (a/b),c.30,PreATP-grasp domain,c.30.1,PreATP-grasp domain,c.30.1.1,BC N-terminal domain-like,74.58
P00390,c,Alpha and beta proteins (a/b),c.2,NAD(P)-binding Rossmann-fold domains,c.2.1,NAD(P)-binding Rossmann-fold domains,c.2.1.4,Formate/glycerate dehydrogenases, NAD-domain,72.92
P00390,c,Alpha and beta proteins (a/b),c.2,NAD(P)-binding Rossmann-fold domains,c.2.1,NAD(P)-binding Rossmann-fold domains,c.2.1.9,Potassium channel NAD-binding domain,72.7
P00390,c,Alpha and beta proteins (a/b),c.30,PreATP-grasp domain,c.30.1,PreATP-grasp domain,c.30.1.0,automated matches,68.14
Q6NUM9,c,Alpha and beta proteins (a/b),c.3,FAD/NAD(P)-binding domain,c.3.1,FAD/NAD(P)-binding domain,c.3.1.2,FAD-linked reductases, N-terminal domain,96.15
Q6NUM9,c,Alpha and beta proteins (a/b),c.3,FAD/NAD(P)-binding domain,c.3.1,FAD/NAD(P)-binding domain,c.3.1.8,HI0933 N-terminal domain-like,96.12
Q6NUM9,c,Alpha and beta proteins (a/b),c.3,FAD/NAD(P)-binding domain,c.3.1,FAD/NAD(P)-binding domain,c.3.1.5,FAD/NAD-linked reductases, N-terminal and central domains,95.5
Q6NUM9,c,Alpha and beta proteins (a/b),c.3,FAD/NAD(P)-binding domain,c.3.1,FAD/NAD(P)-binding domain,c.3.1.7,GidA-like,94.7
Q6NUM9,c,Alpha and beta proteins (a/b),c.4,Nucleotide-binding domain,c.4.1,Nucleotide-binding domain,c.4.1.1,N-terminal domain of adrenodoxin reductase-like,94.6
Q6NUM9,c,Alpha and beta proteins (a/b),c.3,FAD/NAD(P)-binding domain,c.3.1,FAD/NAD(P)-binding domain,c.3.1.1,C-terminal domain of adrenodoxin reductase-like,94.29
Q6NUM9,c,Alpha and beta proteins (a/b),c.5,MurCD N-terminal domain,c.5.1,MurCD N-terminal domain,c.5.1.1,MurCD N-terminal domain,85.54
Q6NUM9,c,Alpha and beta proteins (a/b),c.2,NAD(P)-binding Rossmann-fold domains,c.2.1,NAD(P)-binding Rossmann-fold domains,c.2.1.0,automated matches,84.52
Q6NUM9,c,Alpha and beta proteins (a/b),c.2,NAD(P)-binding Rossmann-fold domains,c.2.1,NAD(P)-binding Rossmann-fold domains,c.2.1.7,Aminoacid dehydrogenase-like, C-terminal domain,83.59
Q6NUM9,c,Alpha and beta proteins (a/b),c.2,NAD(P)-binding Rossmann-fold domains,c.2.1,NAD(P)-binding Rossmann-fold domains,c.2.1.6,6-phosphogluconate dehydrogenase-like, N-terminal domain,82.98
Q6NUM9,c,Alpha and beta proteins (a/b),c.30,PreATP-grasp domain,c.30.1,PreATP-grasp domain,c.30.1.1,BC N-terminal domain-like,79.77
Q6NUM9,c,Alpha and beta proteins (a/b),c.2,NAD(P)-binding Rossmann-fold domains,c.2.1,NAD(P)-binding Rossmann-fold domains,c.2.1.5,LDH N-terminal domain-like,78.92
Q6NUM9,c,Alpha and beta proteins (a/b),c.2,NAD(P)-binding Rossmann-fold domains,c.2.1,NAD(P)-binding Rossmann-fold domains,c.2.1.4,Formate/glycerate dehydrogenases, NAD-domain,77.47
Q6NUM9,c,Alpha and beta proteins (a/b),c.2,NAD(P)-binding Rossmann-fold domains,c.2.1,NAD(P)-binding Rossmann-fold domains,c.2.1.9,Potassium channel NAD-binding domain,73.8
Q6NUM9,c,Alpha and beta proteins (a/b),c.30,PreATP-grasp domain,c.30.1,PreATP-grasp domain,c.30.1.0,automated matches,73.6
Q6NUM9,c,Alpha and beta proteins (a/b),c.2,NAD(P)-binding Rossmann-fold domains,c.2.1,NAD(P)-binding Rossmann-fold domains,c.2.1.8,CoA-binding domain,68.74
Q6NUM9,c,Alpha and beta proteins (a/b),c.2,NAD(P)-binding Rossmann-fold domains,c.2.1,NAD(P)-binding Rossmann-fold domains,c.2.1.1,Alcohol dehydrogenase-like, C-terminal domain,53.63
Q6NUM9,c,Alpha and beta proteins (a/b),c.2,NAD(P)-binding Rossmann-fold domains,c.2.1,NAD(P)-binding Rossmann-fold domains,c.2.1.2,Tyrosine-dependent oxidoreductases,48.52
Q6NUM9,c,Alpha and beta proteins (a/b),c.2,NAD(P)-binding Rossmann-fold domains,c.2.1,NAD(P)-binding Rossmann-fold domains,c.2.1.3,Glyceraldehyde-3-phosphate dehydrogenase-like, N-terminal domain,46.97
O15105,d,Alpha and beta proteins (a+b),d.164,SMAD MH1 domain,d.164.1,SMAD MH1 domain,d.164.1.0,automated matches,99.92
O15105,g,Small proteins,g.74,Sec-C motif,g.74.1,Sec-C motif,g.74.1.1,Sec-C motif,16.83
O15105,a,All alpha proteins,a.118,alpha-alpha superhelix,a.118.20,Hypothetical protein ST1625,a.118.20.1,Hypothetical protein ST1625,5.09
O15105,b,All beta proteins,b.122,PUA domain-like,b.122.1,PUA domain-like,b.122.1.0,automated matches,2.36
O15105,a,All alpha proteins,a.4,DNA/RNA-binding 3-helical bundle,a.4.5,"Winged helix" DNA-binding domain,a.4.5.34,SCF ubiquitin ligase complex WHB domain,2.07
O15105,a,All alpha proteins,a.23,Open three-helical up-and-down bundle,a.23.5,Hemolysin expression modulating protein HHA,a.23.5.1,Hemolysin expression modulating protein HHA,2.07
O15105,a,All alpha proteins,a.286,Sama2622-like,a.286.1,Sama2622-like,a.286.1.1,Sama2622-like,2.03
O15105,f,Membrane and cell surface proteins and peptides,f.1,Toxins' membrane translocation domains,f.1.1,Colicin,f.1.1.1,Colicin,1.89
O15105,a,All alpha proteins,a.153,Nuclear receptor coactivator interlocking domain,a.153.1,Nuclear receptor coactivator interlocking domain,a.153.1.1,Nuclear receptor coactivator interlocking domain,1.6
P10276,a,All alpha proteins,a.123,Nuclear receptor ligand-binding domain,a.123.1,Nuclear receptor ligand-binding domain,a.123.1.1,Nuclear receptor ligand-binding domain,99.85
P10276,a,All alpha proteins,a.123,Nuclear receptor ligand-binding domain,a.123.1,Nuclear receptor ligand-binding domain,a.123.1.0,automated matches,99.73
P10276,g,Small proteins,g.39,Glucocorticoid receptor-like (DNA-binding domain),g.39.1,Glucocorticoid receptor-like (DNA-binding domain),g.39.1.2,Nuclear receptor,99.69
P10276,g,Small proteins,g.39,Glucocorticoid receptor-like (DNA-binding domain),g.39.1,Glucocorticoid receptor-like (DNA-binding domain),g.39.1.0,automated matches,99.62
P10276,g,Small proteins,g.41,Rubredoxin-like,g.41.3,Zinc beta-ribbon,g.41.3.5,PhnA zinc-binding domain,75.13
P10276,g,Small proteins,g.59,Zinc-binding domain of translation initiation factor 2 beta,g.59.1,Zinc-binding domain of translation initiation factor 2 beta,g.59.1.0,automated matches,46.9
Q8TF63,a,All alpha proteins,a.73,Retrovirus capsid protein, N-terminal core domain,a.73.1,Retrovirus capsid protein, N-terminal core domain,a.73.1.1,Retrovirus capsid protein, N-terminal core domain,4.97
Q8TF63,a,All alpha proteins,a.73,Retrovirus capsid protein, N-terminal core domain,a.73.1,Retrovirus capsid protein, N-terminal core domain,a.73.1.0,automated matches,4.08
Q8TF63,g,Small proteins,g.37,beta-beta-alpha zinc fingers,g.37.1,beta-beta-alpha zinc fingers,g.37.1.1,Classic zinc finger, C2H2,3.09
Q8TF63,a,All alpha proteins,a.3,Cytochrome c,a.3.1,Cytochrome c,a.3.1.0,automated matches,2.45
Q8TF63,d,Alpha and beta proteins (a+b),d.58,Ferredoxin-like,d.58.3,Protease propeptides/inhibitors,d.58.3.0,automated matches,2.37
Q8TF63,d,Alpha and beta proteins (a+b),d.58,Ferredoxin-like,d.58.3,Protease propeptides/inhibitors,d.58.3.1,Pancreatic carboxypeptidase, activation domain,2.33
Q8TF63,d,Alpha and beta proteins (a+b),d.58,Ferredoxin-like,d.58.21,Molybdenum cofactor biosynthesis protein C, MoaC,d.58.21.0,automated matches,2.27
Q07812,f,Membrane and cell surface proteins and peptides,f.1,Toxins' membrane translocation domains,f.1.4,Bcl-2 inhibitors of programmed cell death,f.1.4.0,automated matches,99.92
Q07812,f,Membrane and cell surface proteins and peptides,f.1,Toxins' membrane translocation domains,f.1.4,Bcl-2 inhibitors of programmed cell death,f.1.4.1,Bcl-2 inhibitors of programmed cell death,99.83
Q07812,d,Alpha and beta proteins (a+b),d.76,GYF/BRK domain-like,d.76.2,BRK domain-like,d.76.2.1,BRK domain-like,41.57
Q07812,f,Membrane and cell surface proteins and peptides,f.23,Single transmembrane helix,f.23.27,PetN subunit of the cytochrome b6f complex,f.23.27.1,PetN subunit of the cytochrome b6f complex,8.74
P04179,d,Alpha and beta proteins (a+b),d.44,Fe,Mn superoxide dismutase (SOD), C-terminal domain,d.44.1,Fe,Mn superoxide dismutase (SOD), C-terminal domain,d.44.1.0,automated matches,100
P04179,d,Alpha and beta proteins (a+b),d.44,Fe,Mn superoxide dismutase (SOD), C-terminal domain,d.44.1,Fe,Mn superoxide dismutase (SOD), C-terminal domain,d.44.1.1,Fe,Mn superoxide dismutase (SOD), C-terminal domain,100
P04179,a,All alpha proteins,a.2,Long alpha-hairpin,a.2.11,Fe,Mn superoxide dismutase (SOD), N-terminal domain,a.2.11.0,automated matches,99.77
P04179,a,All alpha proteins,a.2,Long alpha-hairpin,a.2.11,Fe,Mn superoxide dismutase (SOD), N-terminal domain,a.2.11.1,Fe,Mn superoxide dismutase (SOD), N-terminal domain,99.72
P04179,d,Alpha and beta proteins (a+b),d.4,His-Me finger endonucleases,d.4.1,His-Me finger endonucleases,d.4.1.1,HNH-motif,7.72
P04179,a,All alpha proteins,a.108,Ribosomal protein L7/12, oligomerisation (N-terminal) domain,a.108.1,Ribosomal protein L7/12, oligomerisation (N-terminal) domain,a.108.1.1,Ribosomal protein L7/12, oligomerisation (N-terminal) domain,5.12
P30305,c,Alpha and beta proteins (a/b),c.46,Rhodanese/Cell cycle control phosphatase,c.46.1,Rhodanese/Cell cycle control phosphatase,c.46.1.0,automated matches,99.52
P30305,c,Alpha and beta proteins (a/b),c.46,Rhodanese/Cell cycle control phosphatase,c.46.1,Rhodanese/Cell cycle control phosphatase,c.46.1.1,Cell cycle control phosphatase, catalytic domain,99.4
P30305,c,Alpha and beta proteins (a/b),c.46,Rhodanese/Cell cycle control phosphatase,c.46.1,Rhodanese/Cell cycle control phosphatase,c.46.1.2,Multidomain sulfurtransferase (rhodanese),99
P30305,c,Alpha and beta proteins (a/b),c.46,Rhodanese/Cell cycle control phosphatase,c.46.1,Rhodanese/Cell cycle control phosphatase,c.46.1.3,Single-domain sulfurtransferase,98.86
Q13794,f,Membrane and cell surface proteins and peptides,f.1,Toxins' membrane translocation domains,f.1.4,Bcl-2 inhibitors of programmed cell death,f.1.4.1,Bcl-2 inhibitors of programmed cell death,85.37
Q13794,a,All alpha proteins,a.282,RPA2825-like,a.282.1,RPA2825-like,a.282.1.1,RPA2825-like,28.33
Q13794,f,Membrane and cell surface proteins and peptides,f.1,Toxins' membrane translocation domains,f.1.4,Bcl-2 inhibitors of programmed cell death,f.1.4.0,automated matches,22.24
Q13794,a,All alpha proteins,a.34,Dimerisation interlock,a.34.2,Dimerization cofactor of HNF-1 alpha,a.34.2.1,Dimerization cofactor of HNF-1 alpha,13.05
Q13794,a,All alpha proteins,a.74,Cyclin-like,a.74.1,Cyclin-like,a.74.1.2,Transcription factor IIB (TFIIB), core domain,12.99
Q13794,a,All alpha proteins,a.26,4-helical cytokines,a.26.1,4-helical cytokines,a.26.1.2,Short-chain cytokines,11.27
P14222,b,All beta proteins,b.7,C2 domain-like,b.7.1,C2 domain (Calcium/lipid-binding domain, CaLB),b.7.1.2,Synaptotagmin-like (S variant),97.7
P14222,b,All beta proteins,b.7,C2 domain-like,b.7.1,C2 domain (Calcium/lipid-binding domain, CaLB),b.7.1.1,PLC-like (P variant),97.62
P14222,b,All beta proteins,b.7,C2 domain-like,b.7.1,C2 domain (Calcium/lipid-binding domain, CaLB),b.7.1.0,automated matches,97.34
Q96T52,b,All beta proteins,b.87,LexA/Signal peptidase,b.87.1,LexA/Signal peptidase,b.87.1.1,LexA-related,98.14
Q96T52,b,All beta proteins,b.40,OB-fold,b.40.4,Nucleic acid-binding proteins,b.40.4.14,TIP49 domain,6.81
Q96T52,b,All beta proteins,b.40,OB-fold,b.40.4,Nucleic acid-binding proteins,b.40.4.5,Cold shock DNA-binding domain-like,6.34
Q96T52,b,All beta proteins,b.35,GroES-like,b.35.1,GroES-like,b.35.1.0,automated matches,4.75
Q96T52,f,Membrane and cell surface proteins and peptides,f.23,Single transmembrane helix,f.23.35,Photosystem II reaction center protein M, PsbM,f.23.35.1,PsbM-like,4.54
Q96T52,b,All beta proteins,b.122,PUA domain-like,b.122.1,PUA domain-like,b.122.1.6,ProFAR isomerase associated domain,3.96
Q96T52,b,All beta proteins,b.122,PUA domain-like,b.122.1,PUA domain-like,b.122.1.8,Atu2648/PH1033-like,3.85
O95832,f,Membrane and cell surface proteins and peptides,f.23,Single transmembrane helix,f.23.43,ATP1G1/PLM/MAT8-like (FXYD-like),f.23.43.1,ATP1G1/PLM/MAT8-like (FXYD-like),23.75
O95832,f,Membrane and cell surface proteins and peptides,f.3,Light-harvesting complex subunits,f.3.1,Light-harvesting complex subunits,f.3.1.1,Light-harvesting complex subunits,7.67
O95832,f,Membrane and cell surface proteins and peptides,f.23,Single transmembrane helix,f.23.27,PetN subunit of the cytochrome b6f complex,f.23.27.1,PetN subunit of the cytochrome b6f complex,6.96
O95832,f,Membrane and cell surface proteins and peptides,f.23,Single transmembrane helix,f.23.10,Photosystem II reaction centre subunit H, transmembrane region,f.23.10.1,Photosystem II reaction centre subunit H, transmembrane region,4.66
O95832,f,Membrane and cell surface proteins and peptides,f.13,Class A G protein-coupled receptor (GPCR)-like,f.13.1,Class A G protein-coupled receptor (GPCR)-like,f.13.1.1,Bacteriorhodopsin-like,3.51
O95832,f,Membrane and cell surface proteins and peptides,f.17,Transmembrane helix hairpin,f.17.2,Cytochrome c oxidase subunit II-like, transmembrane region,f.17.2.1,Cytochrome c oxidase subunit II-like, transmembrane region,1.84
P78396,a,All alpha proteins,a.74,Cyclin-like,a.74.1,Cyclin-like,a.74.1.1,Cyclin,99.72
P78396,a,All alpha proteins,a.74,Cyclin-like,a.74.1,Cyclin-like,a.74.1.2,Transcription factor IIB (TFIIB), core domain,98.05
P78396,a,All alpha proteins,a.74,Cyclin-like,a.74.1,Cyclin-like,a.74.1.0,automated matches,96.77
P38936,b,All beta proteins,b.55,PH domain-like barrel,b.55.1,PH domain-like,b.55.1.1,Pleckstrin-homology domain (PH domain),5.58
P38936,a,All alpha proteins,a.288,UraD-like,a.288.1,UraD-Like,a.288.1.1,UraD-like,4.07
P38936,d,Alpha and beta proteins (a+b),d.43,EF-Ts domain-like,d.43.2,Band 7/SPFH domain,d.43.2.1,Band 7/SPFH domain,3.46
P38936,d,Alpha and beta proteins (a+b),d.293,Phosphoprotein M1, C-terminal domain,d.293.1,Phosphoprotein M1, C-terminal domain,d.293.1.1,Phosphoprotein M1, C-terminal domain,3.2
P38936,g,Small proteins,g.37,beta-beta-alpha zinc fingers,g.37.1,beta-beta-alpha zinc fingers,g.37.1.5,variant C2H2 finger,2.97
P38936,d,Alpha and beta proteins (a+b),d.376,Lp2179-like,d.376.1,Lp2179-like,d.376.1.1,Lp2179-like,2.92
P38936,d,Alpha and beta proteins (a+b),d.293,Phosphoprotein M1, C-terminal domain,d.293.1,Phosphoprotein M1, C-terminal domain,d.293.1.0,automated matches,2.06
P38936,a,All alpha proteins,a.80,post-AAA+ oligomerization domain-like,a.80.1,post-AAA+ oligomerization domain-like,a.80.1.1,DNA polymerase III clamp loader subunits, C-terminal domain,2.03
P38936,a,All alpha proteins,a.4,DNA/RNA-binding 3-helical bundle,a.4.15,Rps17e-like,a.4.15.1,Rps17e-like,2.02
P38936,d,Alpha and beta proteins (a+b),d.240,Lesion bypass DNA polymerase (Y-family), little finger domain,d.240.1,Lesion bypass DNA polymerase (Y-family), little finger domain,d.240.1.1,Lesion bypass DNA polymerase (Y-family), little finger domain,1.96
P09619,d,Alpha and beta proteins (a+b),d.144,Protein kinase-like (PK-like),d.144.1,Protein kinase-like (PK-like),d.144.1.7,Protein kinases, catalytic subunit,100
P09619,d,Alpha and beta proteins (a+b),d.144,Protein kinase-like (PK-like),d.144.1,Protein kinase-like (PK-like),d.144.1.0,automated matches,99.95
P09619,b,All beta proteins,b.1,Immunoglobulin-like beta-sandwich,b.1.1,Immunoglobulin,b.1.1.3,C2 set domains,97.82
P09619,d,Alpha and beta proteins (a+b),d.144,Protein kinase-like (PK-like),d.144.1,Protein kinase-like (PK-like),d.144.1.6,APH phosphotransferases,97.25
P09619,b,All beta proteins,b.1,Immunoglobulin-like beta-sandwich,b.1.1,Immunoglobulin,b.1.1.4,I set domains,96.18
P09619,b,All beta proteins,b.1,Immunoglobulin-like beta-sandwich,b.1.1,Immunoglobulin,b.1.1.0,automated matches,95.96
P09619,b,All beta proteins,b.1,Immunoglobulin-like beta-sandwich,b.1.1,Immunoglobulin,b.1.1.1,V set domains (antibody variable domain-like),95.64
P09619,b,All beta proteins,b.1,Immunoglobulin-like beta-sandwich,b.1.1,Immunoglobulin,b.1.1.2,C1 set domains (antibody constant domain-like),95.39
Q13153,d,Alpha and beta proteins (a+b),d.144,Protein kinase-like (PK-like),d.144.1,Protein kinase-like (PK-like),d.144.1.7,Protein kinases, catalytic subunit,99.95
Q13153,d,Alpha and beta proteins (a+b),d.144,Protein kinase-like (PK-like),d.144.1,Protein kinase-like (PK-like),d.144.1.0,automated matches,99.95
Q13153,d,Alpha and beta proteins (a+b),d.144,Protein kinase-like (PK-like),d.144.1,Protein kinase-like (PK-like),d.144.1.6,APH phosphotransferases,97.5
Q9Y3L3,a,All alpha proteins,a.116,GTPase activation domain, GAP,a.116.1,GTPase activation domain, GAP,a.116.1.0,automated matches,99.91
Q9Y3L3,a,All alpha proteins,a.116,GTPase activation domain, GAP,a.116.1,GTPase activation domain, GAP,a.116.1.1,BCR-homology GTPase activation domain (BH-domain),99.9
Q9Y3L3,a,All alpha proteins,a.238,BAR/IMD domain-like,a.238.1,BAR/IMD domain-like,a.238.1.0,automated matches,99.63
Q9Y3L3,a,All alpha proteins,a.238,BAR/IMD domain-like,a.238.1,BAR/IMD domain-like,a.238.1.1,BAR domain,99.59
Q9Y3L3,a,All alpha proteins,a.238,BAR/IMD domain-like,a.238.1,BAR/IMD domain-like,a.238.1.2,Arfaptin, Rac-binding fragment,99.38
Q9Y3L3,a,All alpha proteins,a.238,BAR/IMD domain-like,a.238.1,BAR/IMD domain-like,a.238.1.4,FCH domain,96.26
Q9Y3L3,a,All alpha proteins,a.69,Left-handed superhelix,a.69.4,BH3980-like,a.69.4.1,BH3980-like,34.07
Q9Y3L3,a,All alpha proteins,a.63,Apolipophorin-III,a.63.1,Apolipophorin-III,a.63.1.1,Apolipophorin-III,33.2
Q9Y3L3,f,Membrane and cell surface proteins and peptides,f.1,Toxins' membrane translocation domains,f.1.3,delta-Endotoxin (insectocide), N-terminal domain,f.1.3.1,delta-Endotoxin (insectocide), N-terminal domain,20.42
O95256,c,Alpha and beta proteins (a/b),c.23,Flavodoxin-like,c.23.2,Toll/Interleukin receptor TIR domain,c.23.2.1,Toll/Interleukin receptor TIR domain,99.4
O95256,c,Alpha and beta proteins (a/b),c.23,Flavodoxin-like,c.23.2,Toll/Interleukin receptor TIR domain,c.23.2.0,automated matches,98.83
O95256,b,All beta proteins,b.1,Immunoglobulin-like beta-sandwich,b.1.1,Immunoglobulin,b.1.1.3,C2 set domains,98.01
O95256,b,All beta proteins,b.1,Immunoglobulin-like beta-sandwich,b.1.1,Immunoglobulin,b.1.1.0,automated matches,95.76
O95256,b,All beta proteins,b.1,Immunoglobulin-like beta-sandwich,b.1.1,Immunoglobulin,b.1.1.4,I set domains,95.63
O95256,b,All beta proteins,b.1,Immunoglobulin-like beta-sandwich,b.1.1,Immunoglobulin,b.1.1.1,V set domains (antibody variable domain-like),95.31
P15260,a,All alpha proteins,a.26,4-helical cytokines,a.26.1,4-helical cytokines,a.26.1.2,Short-chain cytokines,97.85
P15260,b,All beta proteins,b.1,Immunoglobulin-like beta-sandwich,b.1.2,Fibronectin type III,b.1.2.1,Fibronectin type III,96.83
P15260,b,All beta proteins,b.1,Immunoglobulin-like beta-sandwich,b.1.2,Fibronectin type III,b.1.2.0,automated matches,92.39
Q96RT1,a,All alpha proteins,a.298,Left-handed alpha-alpha superhelix,a.298.1,TAL effector-like,a.298.1.1,TAL (transcription activator-like) effector,99.65
Q96RT1,c,Alpha and beta proteins (a/b),c.10,Leucine-rich repeat, LRR (right-handed beta-alpha superhelix),c.10.2,L domain-like,c.10.2.1,Internalin LRR domain,99.43
Q96RT1,c,Alpha and beta proteins (a/b),c.10,Leucine-rich repeat, LRR (right-handed beta-alpha superhelix),c.10.1,RNI-like,c.10.1.0,automated matches,99.04
Q96RT1,c,Alpha and beta proteins (a/b),c.10,Leucine-rich repeat, LRR (right-handed beta-alpha superhelix),c.10.2,L domain-like,c.10.2.8,Polygalacturonase inhibiting protein PGIP,98.38
Q96RT1,c,Alpha and beta proteins (a/b),c.10,Leucine-rich repeat, LRR (right-handed beta-alpha superhelix),c.10.2,L domain-like,c.10.2.0,automated matches,97.5
Q96RT1,c,Alpha and beta proteins (a/b),c.10,Leucine-rich repeat, LRR (right-handed beta-alpha superhelix),c.10.2,L domain-like,c.10.2.7,Ngr ectodomain-like,97.34
Q96RT1,c,Alpha and beta proteins (a/b),c.10,Leucine-rich repeat, LRR (right-handed beta-alpha superhelix),c.10.1,RNI-like,c.10.1.1,28-residue LRR,94.55
Q96RT1,c,Alpha and beta proteins (a/b),c.10,Leucine-rich repeat, LRR (right-handed beta-alpha superhelix),c.10.2,L domain-like,c.10.2.3,mRNA export factor tap,89.71
Q96RT1,b,All beta proteins,b.36,PDZ domain-like,b.36.1,PDZ domain-like,b.36.1.1,PDZ domain,74.92
